Date,Region,Category,Product,Quantity,Sales,Profit
2025-02-08,South,Groceries,Organic Juice,2,51.36,3.98
2025-02-08,South,Furniture,Desk,7,5899.98,1266.47
2025-02-08,North,Clothing,T-Shirt,9,1299.94,393.73
2025-02-08,West,Furniture,Sofa,7,1623.52,97.16
2025-02-09,East,Clothing,Jeans,8,848.65,101.54
2025-02-09,South,Furniture,Desk,5,3242.61,713.45
2025-02-09,East,Groceries,Snack Pack,4,82.82,12.35
2025-02-09,Central,Furniture,Office Chair,11,8386.92,732.97
2025-02-09,East,Stationery,Sticky Notes,11,226.21,65.59
2025-02-09,South,Electronics,Smartphone,2,568.67,36.65
2025-02-09,Central,Electronics,Tablet,6,4471.79,1433.57
2025-02-10,East,Groceries,Organic Juice,8,247.52,58.95
2025-02-10,West,Groceries,Olive Oil,8,247.54,16.25
2025-02-10,Central,Stationery,Desk Lamp,2,53.02,5.51
2025-02-10,North,Furniture,Bookshelf,8,1613.91,194.76
2025-02-10,Central,Electronics,Smartwatch,4,2246.78,608.12
2025-02-10,South,Clothing,Jeans,9,1200.93,114.77
2025-02-10,West,Electronics,Laptop,11,2937.85,422.58
2025-02-10,West,Stationery,Desk Lamp,9,330.75,99.36
2025-02-10,North,Electronics,Laptop,10,6388.41,1077.32
2025-02-10,South,Stationery,Notebook,6,419.11,82.38
2025-02-10,Central,Furniture,Sofa,7,4554.98,1193.93
2025-02-11,West,Electronics,Tablet,5,3934.61,745.7
2025-02-11,South,Clothing,Cap,7,904.58,241.86
2025-02-11,Central,Furniture,Sofa,11,3389.28,198.54
2025-02-11,Central,Clothing,Cap,11,303.75,37.02
2025-02-11,Central,Stationery,Sticky Notes,11,222.92,62.84
2025-02-12,South,Furniture,Desk,10,1952.55,120.0
2025-02-12,East,Clothing,Cap,3,164.19,37.53
2025-02-12,West,Groceries,Snack Pack,4,121.0,35.88
2025-02-12,North,Furniture,Bookshelf,2,1706.94,232.3
2025-02-12,West,Groceries,Snack Pack,1,17.5,3.64
2025-02-12,South,Furniture,Bookshelf,11,2645.78,518.9
2025-02-12,West,Groceries,Cereal,5,127.25,23.76
2025-02-13,South,Furniture,Sofa,1,695.38,193.84
2025-02-13,Central,Stationery,Sticky Notes,3,62.19,21.69
2025-02-13,North,Groceries,Cereal,10,115.5,15.06
2025-02-13,North,Groceries,Cereal,8,287.24,28.76
2025-02-13,East,Clothing,Cap,11,626.82,153.72
2025-02-13,West,Clothing,Jacket,1,56.48,17.98
2025-02-13,Central,Stationery,Desk Lamp,11,474.24,111.49
2025-02-13,South,Furniture,Office Chair,9,5536.04,294.47
2025-02-13,North,Electronics,Headphones,1,1197.24,356.88
2025-02-14,Central,Electronics,Tablet,11,4253.33,1242.69
2025-02-14,North,Groceries,Snack Pack,4,133.55,24.99
2025-02-14,South,Clothing,Jeans,1,91.44,12.94
2025-02-14,Central,Stationery,Desk Lamp,2,104.07,27.12
2025-02-14,South,Stationery,Notebook,8,100.01,27.16
2025-02-14,Central,Furniture,Desk,9,5494.88,1151.57
2025-02-14,East,Electronics,Laptop,1,495.72,106.06
2025-02-14,South,Furniture,Bookshelf,1,240.56,29.57
2025-02-14,Central,Clothing,Jeans,7,711.11,61.47
2025-02-15,South,Furniture,Office Chair,8,3616.97,1188.05
2025-02-15,East,Stationery,Pen Set,6,197.03,31.99
2025-02-15,Central,Electronics,Smartwatch,7,2070.94,188.4
2025-02-15,South,Electronics,Tablet,9,7697.24,1918.19
2025-02-15,North,Clothing,Sneakers,1,87.34,12.35
2025-02-15,East,Stationery,Sticky Notes,8,524.49,161.35
2025-02-15,South,Electronics,Smartphone,11,6617.03,733.35
2025-02-15,West,Electronics,Smartwatch,9,1472.77,128.29
2025-02-15,East,Furniture,Dining Table,2,633.64,128.31
2025-02-15,West,Clothing,T-Shirt,11,1501.02,292.65
2025-02-16,East,Clothing,Jeans,8,703.14,244.58
2025-02-16,Central,Clothing,Sneakers,8,1187.34,241.26
2025-02-16,South,Electronics,Smartphone,5,3381.04,614.6
2025-02-16,South,Stationery,Desk Lamp,10,100.32,17.89
2025-02-16,East,Clothing,T-Shirt,6,115.9,17.29
2025-02-16,East,Clothing,T-Shirt,2,168.05,17.11
2025-02-17,Central,Furniture,Sofa,1,240.41,40.75
2025-02-17,West,Groceries,Olive Oil,4,159.68,32.09
2025-02-17,West,Stationery,Sticky Notes,6,326.86,79.91
2025-02-17,North,Electronics,Smartphone,11,3035.74,705.62
2025-02-17,East,Stationery,Notebook,6,76.17,5.01
2025-02-17,West,Electronics,Laptop,9,2535.78,261.98
2025-02-17,North,Furniture,Desk,11,3954.67,202.71
2025-02-17,East,Groceries,Coffee,10,133.07,24.27
2025-02-18,East,Stationery,Desk Lamp,6,99.46,30.2
2025-02-18,East,Clothing,Cap,2,215.14,39.03
2025-02-18,West,Clothing,T-Shirt,4,496.02,55.97
2025-02-18,North,Stationery,Pen Set,11,670.31,212.63
2025-02-18,Central,Clothing,Jacket,6,532.53,114.18
2025-02-18,South,Electronics,Laptop,1,635.76,90.81
2025-02-18,East,Furniture,Sofa,1,570.98,121.87
2025-02-19,East,Stationery,Notebook,7,446.07,115.51
2025-02-19,East,Stationery,Sticky Notes,1,64.13,16.38
2025-02-19,Central,Stationery,Pen Set,5,105.03,32.29
2025-02-19,West,Groceries,Coffee,6,89.04,21.18
2025-02-19,North,Groceries,Cereal,7,100.97,29.3
2025-02-19,West,Groceries,Olive Oil,2,14.39,2.53
2025-02-19,West,Stationery,Sticky Notes,7,233.47,31.37
2025-02-19,East,Furniture,Sofa,7,2522.69,364.15
2025-02-19,West,Stationery,Notebook,11,177.55,46.43
2025-02-19,West,Clothing,T-Shirt,1,92.66,23.87
2025-02-20,Central,Clothing,Sneakers,8,286.57,77.0
2025-02-20,South,Electronics,Headphones,7,2734.21,205.34
2025-02-20,South,Electronics,Tablet,5,4906.53,694.52
2025-02-20,North,Electronics,Smartwatch,5,2394.56,689.03
2025-02-20,Central,Electronics,Smartphone,2,1261.1,313.32
2025-02-20,Central,Clothing,Sneakers,10,1146.7,367.52
2025-02-20,East,Clothing,Jeans,6,898.9,171.23
2025-02-20,East,Stationery,Desk Lamp,5,154.06,34.47
2025-02-20,East,Furniture,Bookshelf,5,831.57,277.1
2025-02-20,South,Furniture,Desk,9,4434.27,1316.74
2025-02-20,East,Stationery,Notebook,3,113.36,28.69
2025-02-20,Central,Furniture,Bookshelf,11,6472.5,1630.93
2025-02-21,East,Electronics,Tablet,10,6169.85,673.93
2025-02-21,North,Groceries,Cereal,11,368.75,126.57
2025-02-21,East,Electronics,Smartphone,1,755.03,254.46
2025-02-21,West,Electronics,Smartwatch,8,6641.13,2167.06
2025-02-21,South,Stationery,Pen Set,3,44.96,12.95
2025-02-21,North,Electronics,Laptop,2,306.12,57.3
2025-02-22,Central,Groceries,Coffee,5,138.13,32.88
2025-02-22,Central,Electronics,Smartphone,4,3409.46,1031.98
2025-02-22,West,Groceries,Snack Pack,11,314.58,57.03
2025-02-22,South,Furniture,Sofa,10,8518.61,2694.31
2025-02-22,West,Stationery,Desk Lamp,3,198.0,15.23
2025-02-22,West,Furniture,Desk,8,2043.8,263.0
2025-02-22,West,Electronics,Smartphone,9,9971.19,2132.17
2025-02-22,West,Electronics,Headphones,11,7117.98,1522.64
2025-02-23,East,Stationery,Pen Set,3,146.27,25.34
2025-02-23,East,Furniture,Bookshelf,11,8736.42,2698.92
2025-02-23,Central,Stationery,Desk Lamp,4,204.34,30.2
2025-02-23,Central,Furniture,Sofa,8,6326.57,614.15
2025-02-23,East,Furniture,Office Chair,10,8737.53,2485.22
2025-02-23,East,Electronics,Tablet,5,3409.51,843.03
2025-02-23,East,Electronics,Smartwatch,8,9213.92,2813.3
2025-02-23,Central,Groceries,Organic Juice,11,436.86,97.23
2025-02-23,South,Stationery,Pen Set,3,77.29,10.45
2025-02-23,South,Furniture,Bookshelf,10,4446.57,622.37
2025-02-24,East,Furniture,Desk,4,3559.52,1110.08
2025-02-24,North,Electronics,Tablet,11,5065.95,875.85
2025-02-24,South,Electronics,Smartwatch,6,1368.1,409.82
2025-02-24,North,Stationery,Desk Lamp,4,161.9,23.43
2025-02-24,East,Groceries,Snack Pack,10,399.03,46.68
2025-02-24,Central,Groceries,Snack Pack,4,78.43,20.14
2025-02-24,West,Groceries,Organic Juice,7,198.32,47.82
2025-02-24,West,Furniture,Office Chair,10,6953.97,1171.25
2025-02-24,South,Groceries,Organic Juice,7,24.64,5.49
2025-02-24,West,Electronics,Laptop,3,322.03,75.73
2025-02-25,East,Groceries,Snack Pack,10,253.27,80.69
2025-02-25,East,Clothing,T-Shirt,10,770.08,237.88
2025-02-25,North,Clothing,Jacket,8,687.28,44.51
2025-02-25,East,Electronics,Headphones,5,1099.19,171.32
2025-02-25,West,Furniture,Office Chair,8,3581.02,1171.76
2025-02-25,North,Furniture,Office Chair,6,1123.22,348.7
2025-02-25,South,Stationery,Sticky Notes,3,167.76,20.38
2025-02-26,East,Clothing,T-Shirt,6,650.48,99.41
2025-02-26,West,Furniture,Bookshelf,4,2451.06,687.37
2025-02-26,East,Furniture,Office Chair,3,1220.67,209.01
2025-02-26,Central,Furniture,Desk,4,2489.12,649.05
2025-02-26,South,Electronics,Laptop,7,2348.48,673.6
2025-02-26,North,Groceries,Organic Juice,8,108.02,19.8
2025-02-26,East,Electronics,Smartwatch,7,1164.32,131.52
2025-02-26,East,Groceries,Cereal,8,61.25,18.15
2025-02-27,Central,Groceries,Cereal,3,114.26,11.89
2025-02-27,West,Furniture,Bookshelf,3,1685.13,270.18
2025-02-27,North,Electronics,Smartwatch,10,1758.71,434.64
2025-02-27,South,Furniture,Dining Table,7,871.88,182.34
2025-02-27,South,Clothing,Jacket,11,911.52,240.27
2025-02-27,Central,Stationery,Backpack,3,20.01,3.55
2025-02-28,South,Stationery,Sticky Notes,11,701.3,43.9
2025-02-28,West,Clothing,Sneakers,2,57.93,4.65
2025-02-28,Central,Clothing,Sneakers,5,444.03,128.67
2025-02-28,South,Electronics,Headphones,1,162.36,56.04
2025-02-28,East,Clothing,Jeans,9,462.21,52.42
2025-02-28,East,Stationery,Notebook,1,38.37,7.67
2025-02-28,Central,Clothing,Jacket,4,204.17,38.05
2025-02-28,North,Furniture,Office Chair,8,2040.7,669.78
2025-02-28,East,Electronics,Tablet,4,4318.48,1441.6
2025-02-28,North,Stationery,Backpack,7,121.92,41.14
2025-03-01,Central,Clothing,T-Shirt,8,242.99,62.61
2025-03-01,East,Clothing,Sneakers,3,119.95,31.03
2025-03-01,South,Furniture,Sofa,2,1786.44,220.47
2025-03-02,Central,Clothing,Sneakers,10,947.2,317.89
2025-03-02,South,Furniture,Desk,5,2227.14,659.58
2025-03-02,West,Groceries,Cereal,4,135.11,45.4
2025-03-02,Central,Stationery,Sticky Notes,8,453.85,62.92
2025-03-02,North,Electronics,Headphones,6,7196.62,1904.02
2025-03-02,Central,Groceries,Organic Juice,2,26.27,1.62
2025-03-02,North,Furniture,Desk,2,1756.55,113.16
2025-03-02,North,Furniture,Bookshelf,3,1428.4,401.19
2025-03-02,East,Stationery,Notebook,6,109.04,8.87
2025-03-02,North,Clothing,Sneakers,5,411.75,67.15
2025-03-02,West,Furniture,Sofa,3,442.72,103.86
2025-03-03,South,Stationery,Notebook,7,371.23,69.12
2025-03-03,North,Groceries,Snack Pack,7,22.35,7.28
2025-03-03,South,Stationery,Sticky Notes,7,140.73,32.93
2025-03-03,East,Clothing,Jacket,11,952.4,139.52
2025-03-03,Central,Clothing,Cap,2,283.77,29.82
2025-03-03,North,Furniture,Dining Table,3,340.68,88.61
2025-03-03,North,Electronics,Smartwatch,1,422.37,145.81
2025-03-03,East,Stationery,Sticky Notes,8,153.09,49.53
2025-03-03,East,Clothing,Cap,9,749.89,92.44
2025-03-03,South,Furniture,Desk,7,3559.66,1008.12
2025-03-04,West,Clothing,Jacket,2,134.51,7.41
2025-03-04,West,Furniture,Dining Table,7,5211.32,512.18
2025-03-04,West,Electronics,Laptop,6,6407.82,1921.24
2025-03-04,East,Clothing,Cap,8,295.11,90.69
2025-03-05,North,Electronics,Headphones,11,1421.81,105.84
2025-03-05,Central,Stationery,Sticky Notes,11,369.71,54.54
2025-03-05,East,Furniture,Bookshelf,1,73.41,7.87
2025-03-05,East,Electronics,Laptop,8,4788.48,1131.41
2025-03-05,South,Stationery,Sticky Notes,4,314.39,101.97
2025-03-05,North,Electronics,Laptop,6,6589.98,2111.7
2025-03-05,West,Electronics,Tablet,4,1567.72,494.95
2025-03-05,North,Furniture,Office Chair,4,897.6,257.24
2025-03-06,South,Stationery,Sticky Notes,8,286.77,38.97
2025-03-06,East,Stationery,Notebook,2,29.11,9.07
2025-03-06,West,Groceries,Snack Pack,5,179.2,33.35
2025-03-07,East,Groceries,Snack Pack,11,124.28,37.67
2025-03-07,West,Furniture,Sofa,5,428.29,133.22
2025-03-07,West,Furniture,Sofa,1,503.71,96.37
2025-03-07,North,Groceries,Olive Oil,7,61.12,6.09
2025-03-07,East,Clothing,T-Shirt,1,82.4,14.32
2025-03-07,North,Clothing,Jacket,4,579.59,164.05
2025-03-08,North,Electronics,Smartwatch,3,3385.51,978.61
2025-03-08,North,Clothing,T-Shirt,9,499.39,109.96
2025-03-08,North,Furniture,Office Chair,3,722.3,129.08
2025-03-08,West,Electronics,Headphones,7,4482.84,1060.23
2025-03-08,North,Clothing,Jacket,1,23.42,6.14
2025-03-08,South,Stationery,Pen Set,7,316.18,72.6
2025-03-08,East,Clothing,Jeans,4,531.27,75.24
2025-03-09,Central,Electronics,Smartwatch,8,5711.44,1517.85
2025-03-09,North,Stationery,Notebook,1,23.47,7.59
2025-03-09,East,Groceries,Cereal,1,8.53,2.6
2025-03-09,East,Clothing,Cap,6,889.0,101.96
2025-03-09,South,Electronics,Headphones,1,930.81,276.39
2025-03-09,West,Electronics,Headphones,3,2602.21,690.83
2025-03-09,South,Clothing,Jeans,7,834.41,211.14
2025-03-09,East,Clothing,Sneakers,6,260.78,68.61
2025-03-10,Central,Furniture,Dining Table,2,568.26,170.27
2025-03-10,Central,Electronics,Laptop,4,3647.0,487.62
2025-03-10,West,Electronics,Laptop,11,9351.24,2015.45
2025-03-11,North,Clothing,T-Shirt,1,32.14,5.27
2025-03-11,South,Groceries,Coffee,9,219.6,44.9
2025-03-11,South,Groceries,Organic Juice,11,151.33,37.13
2025-03-11,North,Electronics,Smartwatch,1,166.4,41.91
2025-03-11,South,Groceries,Cereal,7,194.19,10.2
2025-03-11,Central,Furniture,Dining Table,2,343.68,62.3
2025-03-11,West,Clothing,Jacket,6,155.07,17.0
2025-03-11,West,Groceries,Snack Pack,2,16.48,2.27
2025-03-11,South,Clothing,Jeans,10,157.96,25.96
2025-03-11,Central,Stationery,Desk Lamp,10,589.22,183.35
2025-03-12,Central,Groceries,Organic Juice,11,416.32,117.95
2025-03-12,East,Furniture,Desk,6,4239.45,873.62
2025-03-12,Central,Groceries,Cereal,9,97.09,22.81
2025-03-12,North,Clothing,Sneakers,8,1120.38,246.21
2025-03-12,Central,Groceries,Organic Juice,8,273.32,70.81
2025-03-12,East,Electronics,Smartwatch,7,7601.51,670.27
2025-03-12,South,Electronics,Headphones,8,8129.07,1972.91
2025-03-12,South,Electronics,Smartphone,4,4613.5,923.41
2025-03-13,East,Electronics,Smartwatch,11,7579.34,2233.82
2025-03-13,North,Stationery,Pen Set,9,209.34,24.48
2025-03-13,North,Clothing,Sneakers,5,607.31,65.14
2025-03-13,West,Clothing,Cap,7,259.62,90.37
2025-03-13,East,Groceries,Olive Oil,11,293.24,58.87
2025-03-13,North,Electronics,Headphones,8,8287.87,514.94
2025-03-13,West,Electronics,Tablet,7,3458.86,674.73
2025-03-13,East,Groceries,Organic Juice,7,124.31,9.51
2025-03-13,West,Groceries,Coffee,6,63.76,6.41
2025-03-13,Central,Furniture,Desk,5,4348.3,1455.48
2025-03-13,South,Clothing,Sneakers,4,77.14,24.24
2025-03-13,West,Furniture,Dining Table,9,5873.07,1755.15
2025-03-13,East,Clothing,Jeans,7,635.09,175.63
2025-03-13,North,Stationery,Pen Set,5,291.51,82.39
2025-03-14,West,Clothing,Sneakers,5,269.88,61.72
2025-03-14,South,Clothing,T-Shirt,2,124.68,39.68
2025-03-14,Central,Electronics,Tablet,6,2430.71,723.37
2025-03-14,East,Clothing,T-Shirt,3,153.97,8.78
2025-03-14,South,Stationery,Notebook,3,20.32,4.72
2025-03-14,East,Electronics,Headphones,3,3350.42,485.91
2025-03-15,East,Furniture,Sofa,1,412.81,139.18
2025-03-15,North,Groceries,Coffee,9,69.82,6.06
2025-03-15,West,Electronics,Laptop,10,9771.03,839.91
2025-03-15,Central,Furniture,Office Chair,11,4388.52,1415.32
2025-03-15,East,Furniture,Dining Table,11,7801.21,639.38
2025-03-15,North,Electronics,Laptop,4,4471.57,240.26
2025-03-15,East,Electronics,Headphones,4,2713.31,542.29
2025-03-15,Central,Electronics,Smartwatch,9,4588.34,1224.49
2025-03-16,Central,Groceries,Olive Oil,9,157.61,18.4
2025-03-16,West,Stationery,Pen Set,7,132.55,42.35
2025-03-16,North,Furniture,Office Chair,1,719.21,219.4
2025-03-16,North,Groceries,Cereal,1,7.13,2.37
2025-03-16,East,Furniture,Sofa,9,7306.56,1543.52
2025-03-16,North,Furniture,Bookshelf,2,1275.91,272.88
2025-03-16,Central,Electronics,Smartphone,9,6343.42,655.07
2025-03-17,North,Clothing,Cap,10,931.39,162.52
2025-03-17,East,Clothing,Jacket,8,956.1,164.55
2025-03-17,West,Electronics,Headphones,10,5307.06,1363.57
2025-03-17,West,Furniture,Dining Table,10,2997.17,318.02
2025-03-17,Central,Electronics,Headphones,10,1261.64,440.45
2025-03-17,North,Furniture,Dining Table,6,4599.39,1280.63
2025-03-17,South,Electronics,Laptop,7,4313.02,1204.15
2025-03-17,South,Clothing,Jacket,9,1126.97,206.83
2025-03-18,South,Stationery,Pen Set,10,774.7,114.0
2025-03-18,Central,Stationery,Notebook,10,320.33,62.48
2025-03-18,South,Clothing,Jeans,3,111.16,7.26
2025-03-18,South,Clothing,Jeans,3,224.58,48.47
2025-03-18,West,Clothing,Jacket,3,179.63,34.31
2025-03-19,North,Furniture,Bookshelf,5,359.52,77.17
2025-03-19,East,Stationery,Notebook,9,253.82,81.21
2025-03-19,East,Clothing,Jacket,7,369.34,79.36
2025-03-19,South,Clothing,Jeans,8,906.27,291.95
2025-03-19,Central,Clothing,Jeans,9,660.01,70.56
2025-03-19,East,Clothing,Sneakers,1,148.39,20.99
2025-03-19,Central,Groceries,Olive Oil,9,154.35,21.19
2025-03-19,South,Electronics,Laptop,4,3544.37,190.1
2025-03-19,East,Groceries,Cereal,6,30.37,6.8
2025-03-19,North,Electronics,Laptop,8,5072.43,1393.24
2025-03-19,Central,Furniture,Desk,7,3035.72,1023.63
2025-03-20,Central,Stationery,Desk Lamp,1,63.52,18.54
2025-03-20,West,Furniture,Dining Table,9,7352.75,1847.05
2025-03-20,Central,Furniture,Sofa,11,8875.16,1095.62
2025-03-20,Central,Clothing,Sneakers,3,277.3,87.2
2025-03-20,South,Stationery,Notebook,4,292.08,54.78
2025-03-20,East,Electronics,Tablet,3,3305.81,684.27
2025-03-21,North,Furniture,Desk,2,410.56,45.53
2025-03-21,South,Clothing,Jacket,5,571.25,83.65
2025-03-21,East,Furniture,Dining Table,1,804.52,201.11
2025-03-21,Central,Furniture,Office Chair,3,292.32,49.77
2025-03-21,West,Stationery,Sticky Notes,2,69.23,13.8
2025-03-21,West,Stationery,Backpack,8,210.33,39.56
2025-03-22,North,Electronics,Smartwatch,9,6017.09,660.67
2025-03-22,South,Stationery,Backpack,2,94.57,30.71
2025-03-22,East,Stationery,Pen Set,10,759.95,97.69
2025-03-22,West,Electronics,Headphones,5,3238.53,708.98
2025-03-22,Central,Clothing,Jeans,2,46.56,9.1
2025-03-22,East,Stationery,Pen Set,1,27.31,2.11
2025-03-22,South,Clothing,Jacket,8,930.18,195.73
2025-03-22,East,Electronics,Tablet,8,7118.39,1174.57
2025-03-23,Central,Clothing,Jeans,6,593.79,35.56
2025-03-23,West,Stationery,Notebook,7,132.6,29.77
2025-03-23,Central,Stationery,Desk Lamp,2,72.99,25.41
2025-03-23,North,Stationery,Sticky Notes,7,308.92,38.73
2025-03-23,South,Clothing,Jeans,6,734.46,112.72
2025-03-23,North,Electronics,Smartphone,1,1059.93,169.69
2025-03-23,South,Groceries,Coffee,5,121.18,32.64
2025-03-24,South,Clothing,Jeans,8,705.32,151.98
2025-03-24,West,Furniture,Office Chair,4,1208.18,222.42
2025-03-24,East,Clothing,Sneakers,6,797.4,175.41
2025-03-24,North,Furniture,Desk,10,8003.74,2167.58
2025-03-24,West,Groceries,Coffee,4,138.08,36.92
2025-03-24,Central,Stationery,Sticky Notes,5,298.59,22.79
2025-03-24,South,Electronics,Laptop,7,3616.69,970.35
2025-03-24,East,Groceries,Olive Oil,5,39.61,2.42
2025-03-25,Central,Furniture,Sofa,4,2856.27,667.42
2025-03-25,East,Furniture,Desk,3,1836.89,179.33
2025-03-25,Central,Electronics,Tablet,11,1937.82,441.01
2025-03-25,East,Electronics,Smartwatch,4,4403.95,943.96
2025-03-25,Central,Electronics,Headphones,3,251.3,47.16
2025-03-25,West,Groceries,Olive Oil,5,118.61,41.43
2025-03-25,North,Groceries,Snack Pack,10,33.58,10.7
2025-03-25,South,Groceries,Coffee,2,36.92,2.77
2025-03-25,North,Groceries,Cereal,5,66.35,6.34
2025-03-26,East,Clothing,Jeans,9,1132.45,294.49
2025-03-26,West,Groceries,Organic Juice,9,127.68,27.54
2025-03-26,Central,Furniture,Office Chair,9,7087.67,2182.0
2025-03-26,West,Groceries,Cereal,10,244.26,26.61
2025-03-26,East,Stationery,Backpack,6,228.3,25.28
2025-03-26,East,Electronics,Smartphone,8,5478.47,374.47
2025-03-27,North,Furniture,Desk,10,1548.69,258.37
2025-03-27,Central,Electronics,Headphones,3,573.68,76.18
2025-03-27,East,Furniture,Dining Table,1,391.83,28.85
2025-03-27,Central,Clothing,Cap,2,58.19,19.69
2025-03-27,North,Electronics,Laptop,1,694.0,201.37
2025-03-27,West,Furniture,Dining Table,1,210.19,71.09
2025-03-27,East,Stationery,Notebook,10,382.01,28.89
2025-03-27,North,Furniture,Dining Table,6,3588.89,774.38
2025-03-28,North,Stationery,Desk Lamp,8,470.9,154.12
2025-03-28,North,Stationery,Backpack,1,23.32,1.57
2025-03-28,Central,Clothing,Cap,4,175.19,39.58
2025-03-28,North,Stationery,Notebook,3,222.57,29.91
2025-03-28,East,Stationery,Pen Set,7,203.87,33.21
2025-03-28,North,Stationery,Pen Set,4,181.12,13.91
2025-03-28,North,Groceries,Olive Oil,1,15.4,4.0
2025-03-28,South,Groceries,Cereal,1,5.41,0.36
2025-03-29,West,Stationery,Sticky Notes,11,495.22,138.4
2025-03-29,East,Clothing,Jacket,11,659.04,169.08
2025-03-29,East,Clothing,Cap,2,97.09,16.7
2025-03-29,East,Furniture,Dining Table,11,5229.8,968.9
2025-03-29,North,Stationery,Pen Set,1,34.74,1.87
2025-03-30,West,Stationery,Notebook,6,302.75,58.94
2025-03-30,South,Stationery,Notebook,8,407.61,77.25
2025-03-30,North,Electronics,Smartphone,11,4978.22,1093.15
2025-03-30,Central,Furniture,Desk,11,8169.47,2696.51
2025-03-30,South,Electronics,Smartphone,4,1851.59,130.26
2025-03-30,South,Furniture,Dining Table,9,6731.34,2203.45
2025-03-31,South,Stationery,Pen Set,7,458.27,133.54
2025-03-31,East,Furniture,Desk,5,2895.41,442.08
2025-03-31,East,Stationery,Backpack,4,125.15,28.03
2025-03-31,West,Clothing,Cap,7,607.45,69.19
2025-03-31,East,Stationery,Notebook,10,678.64,92.78
2025-03-31,South,Stationery,Backpack,5,385.95,34.03
2025-03-31,East,Electronics,Smartwatch,7,1973.53,442.56
2025-03-31,East,Furniture,Desk,2,1358.34,436.02
2025-03-31,South,Furniture,Office Chair,1,162.46,51.52
2025-04-01,Central,Clothing,Cap,6,288.51,74.92
2025-04-01,Central,Electronics,Headphones,1,927.67,266.1
2025-04-01,Central,Clothing,Cap,9,778.91,131.55
2025-04-01,North,Stationery,Sticky Notes,6,102.09,34.24
2025-04-01,South,Clothing,Jacket,9,646.93,152.89
2025-04-01,East,Electronics,Tablet,6,5016.87,1671.61
2025-04-01,South,Clothing,T-Shirt,6,795.72,194.29
2025-04-01,Central,Clothing,Cap,7,548.51,116.05
2025-04-01,North,Groceries,Snack Pack,1,36.43,3.77
2025-04-01,North,Electronics,Tablet,1,85.64,29.13
2025-04-02,West,Electronics,Laptop,10,3086.41,993.85
2025-04-02,Central,Clothing,Jacket,9,532.62,115.25
2025-04-02,West,Furniture,Dining Table,7,2138.0,345.26
2025-04-02,West,Furniture,Desk,7,707.07,53.61
2025-04-02,North,Groceries,Organic Juice,9,156.26,11.07
2025-04-02,Central,Electronics,Smartwatch,1,717.33,174.06
2025-04-03,East,Clothing,Jacket,2,246.19,34.69
2025-04-03,East,Stationery,Desk Lamp,6,78.51,19.28
2025-04-03,Central,Stationery,Pen Set,10,766.78,237.23
2025-04-03,East,Groceries,Olive Oil,4,109.11,16.19
2025-04-03,North,Clothing,Sneakers,3,269.54,15.75
2025-04-03,Central,Furniture,Desk,10,1633.75,450.27
2025-04-03,South,Electronics,Laptop,3,1475.79,242.43
2025-04-03,Central,Stationery,Sticky Notes,7,434.76,113.59
2025-04-03,East,Clothing,Jacket,7,308.7,91.73
2025-04-03,East,Furniture,Sofa,1,280.8,97.09
2025-04-03,South,Groceries,Coffee,10,123.3,25.07
2025-04-03,East,Furniture,Sofa,5,2018.34,259.43
2025-04-03,West,Electronics,Smartwatch,9,1734.72,269.47
2025-04-04,East,Stationery,Sticky Notes,10,437.04,56.46
2025-04-04,East,Stationery,Sticky Notes,1,40.87,13.59
2025-04-04,North,Electronics,Headphones,7,7728.2,1842.64
2025-04-04,North,Clothing,Cap,4,239.36,37.39
2025-04-04,North,Furniture,Dining Table,5,509.46,78.16
2025-04-04,West,Clothing,Jacket,9,278.15,52.9
2025-04-04,North,Electronics,Headphones,11,1608.04,133.94
2025-04-04,West,Furniture,Dining Table,11,3460.91,421.25
2025-04-05,South,Stationery,Pen Set,2,77.29,12.92
2025-04-05,North,Stationery,Backpack,8,631.37,48.98
2025-04-05,North,Electronics,Smartwatch,10,3578.28,1092.95
2025-04-05,East,Groceries,Coffee,9,317.71,97.48
2025-04-05,North,Groceries,Olive Oil,4,89.5,21.45
2025-04-06,North,Groceries,Coffee,7,50.75,6.12
2025-04-06,North,Stationery,Sticky Notes,6,372.1,45.6
2025-04-06,Central,Furniture,Office Chair,5,3127.15,328.22
2025-04-06,Central,Groceries,Snack Pack,5,164.28,39.96
2025-04-06,Central,Furniture,Sofa,11,4624.4,780.48
2025-04-07,East,Furniture,Bookshelf,5,1985.16,546.96
2025-04-07,North,Clothing,Jacket,7,405.66,101.05
2025-04-07,North,Furniture,Desk,9,6452.41,435.28
2025-04-07,West,Stationery,Notebook,7,423.77,25.55
2025-04-07,Central,Furniture,Office Chair,7,2529.95,527.66
2025-04-08,East,Furniture,Dining Table,7,4997.43,1513.63
2025-04-08,South,Stationery,Desk Lamp,8,380.75,83.43
2025-04-08,West,Clothing,T-Shirt,4,184.04,41.55
2025-04-08,Central,Groceries,Olive Oil,5,125.08,14.28
2025-04-08,North,Stationery,Sticky Notes,5,321.7,97.78
2025-04-08,West,Electronics,Smartwatch,1,640.1,91.71
2025-04-08,Central,Stationery,Backpack,10,354.69,44.88
2025-04-08,North,Furniture,Office Chair,6,385.16,68.5
2025-04-09,East,Clothing,Cap,9,683.79,181.88
2025-04-09,West,Electronics,Headphones,5,2512.2,345.58
